time,Flux,gp-rough
2018-07-25T19:07:39.356,1.4368715e+06,0.9990924073622727
2018-07-25T19:09:39.354,1.4371006e+06,0.9992556406084901
2018-07-25T19:11:39.352,1.4371651e+06,0.9993044287433398
2018-07-25T19:13:39.351,1.4373052e+06,0.9994056903102941
2018-07-25T19:15:39.349,1.4379494e+06,0.9998573180330959
2018-07-25T19:17:39.347,1.4381768e+06,1.000019018208341
2018-07-25T19:19:39.346,1.4380092e+06,0.9999063033688389
2018-07-25T19:21:39.344,1.4379908e+06,0.9998970668240028
2018-07-25T19:23:39.342,1.4383645e+06,1.0001605546558274
2018-07-25T19:25:39.341,1.4383970e+06,1.0001868024788771
2018-07-25T19:27:39.339,1.4382231e+06,1.000069404985007
2018-07-25T19:29:39.337,1.4381538e+06,1.0000246253468437
2018-07-25T19:31:39.336,1.4378862e+06,0.9998420376895963
2018-07-25T19:33:39.334,1.4381975e+06,1.0000618460509565
2018-07-25T19:35:39.332,1.4382775e+06,1.0001208549690195
2018-07-25T19:37:39.331,1.4381038e+06,1.0000033409533164
2018-07-25T19:39:39.329,1.4377372e+06,0.999751870409324
2018-07-25T19:41:39.327,1.4384581e+06,1.0002563962252329
2018-07-25T19:43:39.326,1.4381360e+06,1.0000355669042982
2018-07-25T19:45:39.324,1.4381615e+06,1.0000565265918482
2018-07-25T19:47:39.322,1.4381782e+06,1.0000713561381478
2018-07-25T19:49:39.321,1.4384062e+06,1.0002328993529066
2018-07-25T19:51:39.319,1.4385389e+06,1.00032824547039
2018-07-25T19:53:39.317,1.4380364e+06,0.9999818411030933
2018-07-25T19:55:39.316,1.4385524e+06,1.0003435705894277
2018-07-25T19:57:39.314,1.4383918e+06,1.0002349057099875
2018-07-25T19:59:39.313,1.4381669e+06,1.0000814166435037
2018-07-25T20:01:39.311,1.4380384e+06,0.9999949346237429
2018-07-25T20:03:39.309,1.4379995e+06,0.9999708369122648
2018-07-25T20:05:39.308,1.4381200e+06,1.000057421370302
2018-07-25T20:07:39.306,1.4378535e+06,0.9998748616720375
2018-07-25T20:09:39.304,1.4382888e+06,1.0001803288708568
2018-07-25T20:11:39.303,1.4378741e+06,0.999894775433232
2018-07-25T20:13:39.301,1.4386552e+06,1.000440561781307
2018-07-25T20:15:39.299,1.4382559e+06,1.0001654880449355
2018-07-25T20:17:39.298,1.4377618e+06,0.9998244978037768
2018-07-25T20:19:39.296,1.4379412e+06,0.9999520360771867
2018-07-25T20:21:39.294,1.4376680e+06,0.9997645564744314
2018-07-25T20:23:39.293,1.4378778e+06,0.9999128922580869
2018-07-25T20:25:39.291,1.4380801e+06,1.0000560918903563
2018-07-25T20:27:39.289,1.4375538e+06,0.9996925066491709
2018-07-25T20:29:39.288,1.4384841e+06,1.0003419325091614
2018-07-25T20:31:39.286,1.4380346e+06,1.0000318529538086
2018-07-25T20:33:39.284,1.4378995e+06,0.9999401601697443
2018-07-25T20:35:39.283,1.4384149e+06,1.0003009157962766
2018-07-25T20:37:39.281,1.4381190e+06,1.0000975365218203
2018-07-25T20:39:39.279,1.4379066e+06,0.9999521139806624
2018-07-25T20:41:39.278,1.4381712e+06,1.0001383439508678
2018-07-25T20:43:39.276,1.4384088e+06,1.0003057924040413
2018-07-25T20:45:39.275,1.4380754e+06,1.0000762086349697
2018-07-25T20:47:39.273,1.4381164e+06,1.0001068700674638
2018-07-25T20:49:39.271,1.4379599e+06,1.0000001464293857
2018-07-25T20:51:39.270,1.4378248e+06,0.9999083111360482
2018-07-25T20:53:39.268,1.4377101e+06,0.9998306781169113
2018-07-25T20:55:39.266,1.4380150e+06,1.000044763097222
2018-07-25T20:57:39.265,1.4380044e+06,1.000039383908746
2018-07-25T20:59:39.263,1.4381098e+06,1.0001146799422955
2018-07-25T21:01:39.261,1.4379258e+06,0.9999886658451967
2018-07-25T21:03:39.260,1.4383208e+06,1.000265283929789
2018-07-25T21:05:39.258,1.4380360e+06,1.0000692882139128
2018-07-25T21:07:39.256,1.4380902e+06,1.0001089256988476
2018-07-25T21:09:39.255,1.4385824e+06,1.0004531046400853
2018-07-25T21:11:39.253,1.4383228e+06,1.000274327209568
2018-07-25T21:13:39.252,1.4377872e+06,0.9999038367907793
2018-07-25T21:15:39.250,1.4378159e+06,0.9999255462639799
2018-07-25T21:17:39.248,1.4377142e+06,0.9998566045573115
2018-07-25T21:19:39.247,1.4380961e+06,1.0001239187875426
2018-07-25T21:21:39.245,1.4381302e+06,1.0001494433748799
2018-07-25T21:23:39.243,1.4381204e+06,1.0001442786576995
2018-07-25T21:25:39.242,1.4378560e+06,0.9999621011566072
2018-07-25T21:27:39.240,1.4380414e+06,1.0000926633783203
2018-07-25T21:29:39.238,1.4378385e+06,0.9999532087496652
2018-07-25T21:31:39.237,1.4380246e+06,1.0000843188233488
2018-07-25T21:33:39.235,1.4379829e+06,1.0000568239806518
2018-07-25T21:35:39.234,1.4381596e+06,1.0001813398833788
2018-07-25T21:37:39.232,1.4377101e+06,0.9998702664479244
2018-07-25T21:39:39.230,1.4375692e+06,0.9997738110951334
2018-07-25T21:41:39.229,1.4379194e+06,1.000018866529341
2018-07-25T21:43:39.227,1.4383806e+06,1.0003410697542643
2018-07-25T21:45:39.225,1.4379402e+06,1.000036251124799
2018-07-25T21:47:39.224,1.4377151e+06,0.9998812439182149
2018-07-25T21:49:39.222,1.4382176e+06,1.000232076518879
2018-07-25T21:51:39.220,1.4379500e+06,1.0000474596328004
2018-07-25T21:53:39.219,1.4377771e+06,0.999928491083552
2018-07-25T21:55:39.217,1.4379350e+06,1.0000396688471371
2018-07-25T21:57:39.216,1.4379650e+06,1.0000619153623413
2018-07-25T21:59:39.214,1.4384272e+06,1.0003847104842714
2018-07-25T22:01:39.212,1.4377660e+06,0.9999261591755767
2018-07-25T22:03:39.211,1.4378941e+06,1.0000164304231147
2018-07-25T22:05:39.209,1.4374238e+06,0.9996906570957922
2018-07-25T22:07:39.207,1.4380022e+06,1.000094156863042
2018-07-25T22:09:39.206,1.4379084e+06,1.0000301565329093
2018-07-25T22:11:39.204,1.4378884e+06,1.0000174946004883
2018-07-25T22:13:39.203,1.4380268e+06,1.000114952227613
2018-07-25T22:15:39.201,1.4379091e+06,1.0000342497229961
2018-07-25T22:17:39.199,1.4377180e+06,0.9999024519752668
2018-07-25T22:19:39.198,1.4376914e+06,0.9998850791174261
2018-07-25T22:21:39.196,1.4378945e+06,1.0000275205221258
2018-07-25T22:23:39.194,1.4379855e+06,1.000091873005536
2018-07-25T22:25:39.193,1.4378800e+06,1.0000196272755302
2018-07-25T22:27:39.191,1.4380365e+06,1.0001295088076976
2018-07-25T22:29:39.190,1.4382911e+06,1.0003076272303895
2018-07-25T22:31:39.188,1.4378412e+06,0.999995758264381
2018-07-25T22:33:39.186,1.4380088e+06,1.0001133385322953
2018-07-25T22:35:39.185,1.4384638e+06,1.000430789966224
2018-07-25T22:37:39.183,1.4382141e+06,1.0002581159038453
2018-07-25T22:39:39.182,1.4375606e+06,0.999804595720327
2018-07-25T22:41:39.180,1.4376588e+06,0.9998737806221758
2018-07-25T22:43:39.178,1.4375859e+06,0.9998241316753343
2018-07-25T22:45:39.177,1.4375855e+06,0.9998247917530428
2018-07-25T22:47:39.175,1.4379738e+06,1.0000956318204783
2018-07-25T22:49:39.173,1.4373991e+06,0.9996969139577266
2018-07-25T22:51:39.172,1.4376412e+06,0.9998662084748074
2018-07-25T22:53:39.170,1.4378854e+06,1.0000368318148936
2018-07-25T22:55:39.169,1.4374795e+06,0.999755409835362
2018-07-25T22:57:39.167,1.4376179e+06,0.9998525912349522
2018-07-25T22:59:39.165,1.4376468e+06,0.9998734350809781
2018-07-25T23:01:39.164,1.4376096e+06,0.9998484156719826
2018-07-25T23:03:39.162,1.4378321e+06,1.000003974594827
2018-07-25T23:05:39.161,1.4377731e+06,0.9999637076151047
2018-07-25T23:07:39.159,1.4375219e+06,0.999789759534039
2018-07-25T23:09:39.157,1.4375118e+06,0.9997834239711675
2018-07-25T23:11:39.156,1.4376096e+06,0.9998521785483003
2018-07-25T23:13:39.154,1.4377411e+06,0.9999444803368763
2018-07-25T23:15:39.152,1.4379185e+06,1.000068517527107
2018-07-25T23:17:39.151,1.4377846e+06,0.9999761719874621
2018-07-25T23:19:39.149,1.4375885e+06,0.9998403807406635
2018-07-25T23:21:39.148,1.4373431e+06,0.9996704339146327
2018-07-25T23:23:39.146,1.4377059e+06,0.9999233713356234
2018-07-25T23:25:39.144,1.4380554e+06,1.000167187584093
2018-07-25T23:27:39.143,1.4375112e+06,0.9997893528182954
2018-07-25T23:29:39.141,1.4376481e+06,0.9998851568857704
2018-07-25T23:31:39.140,1.4373814e+06,0.999700275928035
2018-07-25T23:33:39.138,1.4373640e+06,0.9996888728872224
2018-07-25T23:35:39.136,1.4378702e+06,1.0000415233632505
2018-07-25T23:37:39.135,1.4376805e+06,0.9999101009393699
2018-07-25T23:39:39.133,1.4379616e+06,1.0001061825962776
2018-07-25T23:41:39.132,1.4374334e+06,0.99973940815841
2018-07-25T23:43:39.130,1.4374519e+06,0.9997528584238186
2018-07-25T23:45:39.128,1.4379732e+06,1.0001160009558743
2018-07-25T23:47:39.127,1.4375762e+06,0.9998404578670647
2018-07-25T23:49:39.125,1.4382641e+06,1.0003193496515412
2018-07-25T23:51:39.124,1.4381164e+06,1.0002171169100988
2018-07-25T23:53:39.122,1.4376229e+06,0.999874372468601
2018-07-25T23:55:39.120,1.4377768e+06,0.9999818585513089
2018-07-25T23:57:39.119,1.4376428e+06,0.9998892700755232
2018-07-25T23:59:39.117,1.4375292e+06,0.9998107630875241
2018-07-26T00:01:39.116,1.4379194e+06,1.000082523557432
2018-07-26T00:03:39.114,1.4378970e+06,1.000067461997763
2018-07-26T00:05:39.112,1.4378859e+06,1.0000601167595324
2018-07-26T00:07:39.111,1.4376875e+06,0.9999226851144752
2018-07-26T00:09:39.109,1.4375709e+06,0.9998420027544851
2018-07-26T00:11:39.108,1.4379749e+06,1.0001234061975588
2018-07-26T00:13:39.106,1.4378105e+06,1.0000094526112855
2018-07-26T00:15:39.104,1.4373661e+06,0.9997008683841018
2018-07-26T00:17:39.103,1.4373989e+06,0.99972397657551
2018-07-26T00:19:39.101,1.4378456e+06,1.0000351523618616
2018-07-26T00:21:39.100,1.4374054e+06,0.9997293292122768
2018-07-26T00:23:39.098,1.4378618e+06,1.0000471147234713
2018-07-26T00:25:39.096,1.4375685e+06,0.9998435676252583
2018-07-26T00:27:39.095,1.4370234e+06,0.9994648745155064
2018-07-26T00:29:39.093,1.4376908e+06,0.9999292636446059
