1325.2969832846 0.9995552897 0.0000907297 TESS
1325.2983721541 0.9997146726 0.0000910097 TESS
1325.2997610237 0.9997595549 0.0000910331 TESS
1325.3011498932 0.9998570681 0.0000910707 TESS
1325.3025387628 1.0003051758 0.0000911138 TESS
1325.3039276324 1.0004632473 0.0000911309 TESS
1325.3053165020 1.0003467798 0.0000911164 TESS
1325.3067053715 1.0003339052 0.0000911133 TESS
1325.3080942412 1.0005939007 0.0000911447 TESS
1325.3094831108 1.0006165504 0.0000911218 TESS
1325.3108719803 1.0004955530 0.0000911869 TESS
1325.3122608500 1.0004472733 0.0000910830 TESS
1325.3136497196 1.0002611876 0.0000911134 TESS
1325.3150385893 1.0004777908 0.0000911829 TESS
1325.3164274589 1.0005333424 0.0000911267 TESS
1325.3178163285 1.0004124641 0.0000911364 TESS
1325.3192051982 1.0001575947 0.0000910935 TESS
1325.3205940678 1.0006589890 0.0000911499 TESS
1325.3219829375 1.0004349947 0.0000911443 TESS
1325.3233718071 1.0004526377 0.0000911466 TESS
1325.3247606768 1.0004643202 0.0000911472 TESS
1325.3261495465 1.0006229877 0.0000911751 TESS
1325.3275384162 1.0007152557 0.0000911246 TESS
1325.3289272858 1.0003656149 0.0000911209 TESS
1325.3303161556 1.0007245541 0.0000911352 TESS
1325.3317050252 1.0006128550 0.0000911465 TESS
1325.3330938950 1.0004564524 0.0000911323 TESS
1325.3344827646 1.0003670454 0.0000911086 TESS
1325.3358716344 1.0003399849 0.0000911289 TESS
1325.3372605041 1.0004237890 0.0000911637 TESS
1325.3386493738 1.0002384186 0.0000911211 TESS
1325.3400382435 1.0005412102 0.0000911392 TESS
1325.3414271133 1.0002527237 0.0000911384 TESS
1325.3428159830 1.0007961988 0.0000911673 TESS
1325.3442048528 1.0005183220 0.0000911216 TESS
1325.3455937226 1.0001746416 0.0000911417 TESS
1325.3469825923 1.0002994537 0.0000911333 TESS
1325.3483714621 1.0001094341 0.0000911387 TESS
1325.3497603318 1.0002553463 0.0000911293 TESS
1325.3511492016 1.0003961325 0.0000911548 TESS
1325.3525380714 1.0000299215 0.0000911464 TESS
1325.3539269412 1.0006771088 0.0000911483 TESS
1325.3553158110 1.0003644228 0.0000911298 TESS
1325.3567046807 1.0002704859 0.0000911250 TESS
1325.3580935506 1.0006289482 0.0000911480 TESS
1325.3594824204 1.0004230738 0.0000911528 TESS
1325.3608712903 1.0002753735 0.0000911385 TESS
1325.3622601600 1.0004594326 0.0000911451 TESS
1325.3636490299 1.0006246567 0.0000911489 TESS
1325.3650378998 1.0003927946 0.0000911351 TESS
1325.3664267695 1.0004212856 0.0000911306 TESS
1325.3678156394 1.0003124475 0.0000911459 TESS
1325.3692045093 1.0002183914 0.0000911389 TESS
1325.3705933792 1.0001386404 0.0000911174 TESS
1325.3719822490 1.0003508329 0.0000911459 TESS
1325.3733711189 1.0003434420 0.0000911772 TESS
