# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
mflux_TESS         	 	 0.0000456577 	 	 0.0000541902 	 	 0.0000552756
sigma_w_TESS       	 	 253.8613163221 	 	 1.4090381800 	 	 1.4143311154
GP_sigma_TESS      	 	 0.0002989559 	 	 0.0000368991 	 	 0.0000276778
GP_rho_TESS        	 	 0.4138520738 	 	 0.0580313254 	 	 0.0460520651
